gene_id	gene_name	HCT116_EpiT_01	HCT116_EpiT_02	HCT116_EpiT_03	HCT116_Epi_01	HCT116_Epi_02	HCT116_Epi_03
CTAGE10P	CTAGE10P	0	1	0	2	1	0
CTAGE11P	CTAGE11P	1.001	1.001	0	1.001	0	0
CTAGE15	CTAGE15	101.941	111.202	99.305	101.516	63.227	75.576
CTAGE4	CTAGE4	129.158	162.894	188.895	111.244	119.014	160.849
CTAGE5	CTAGE5	1043.001	1107.001	880.001	903	970.001	1007
CTAGE6	CTAGE6	0	0	0	0	0	0
CTAGE7P	CTAGE7P	1	0	2	0	1	0
CTAGE8	CTAGE8	654.842	668.967	601.614	471.959	484.759	457.164
CTAGE9	CTAGE9	10.058	28.937	4.186	10.28	38	24.411
CTB-113P19.1	CTB-113P19.1	0	0	0	0	0	0
CTB-118N6.3	CTB-118N6.3	4	8	12	13	16	14
CTB-12O2.1	CTB-12O2.1	0	0	0	0	0	0
CTB-174D11.1	CTB-174D11.1	0	0	0	0	0	0
CTB-178M22.2	CTB-178M22.2	0	0	1	4	3	1
CTBP1	CTBP1	6256.001	7241	5865.001	7693.999	7997.001	7786
CTBP1-AS	CTBP1-AS	3	5	3	2	3	3
CTBP1-AS2	CTBP1-AS2	327	376	345	404	405	345
CTBP2	CTBP2	4935.001	5716.999	4684.999	5514.001	5839	5573.999
CTBS	CTBS	278	302	274	328	326	284
CTC-338M12.4	CTC-338M12.4	63	62	34	56	60	64
CTC-436P18.1	CTC-436P18.1	0	1	0	0	1	0
CTC-558O2.1	CTC-558O2.1	0	0	0	0	1	0
CTC1	CTC1	1760	2021	1804.999	1869	1828	1677.001
CTCF	CTCF	3368	3878.001	3149	3819.001	4246	4068.999
CTCFL	CTCFL	0	0	0	0	0	1
CTD-2118P12.1	CTD-2118P12.1	0	0	0	0	0	0
CTD-2127H9.1	CTD-2127H9.1	0	2	5	4	6	1
CTD-2194D22.4	CTD-2194D22.4	0	1	0	0	0	0
CTD-2201E9.1	CTD-2201E9.1	0	0	0	0	0	0
CTD-2201I18.1	CTD-2201I18.1	1	0	0	3	4	5
CTD-2258A20.5	CTD-2258A20.5	0	0	0	0	0	0
CTD-2270F17.1	CTD-2270F17.1	0	0	0	0	0	0
CTD-2297D10.2	CTD-2297D10.2	0	0	0	0	0	0
CTD-2337A12.1	CTD-2337A12.1	0	0	0	0	0	0
CTD-2350J17.1	CTD-2350J17.1	0	0	0	0	0	0
CTD-3080P12.3	CTD-3080P12.3	0	0	0	0	0	0
CTDNEP1	CTDNEP1	4644	5182	4309	4655	4590	4416
CTDP1	CTDP1	2158	2584	1962.001	2019	2179.999	2172.001
CTDSP1	CTDSP1	1939	2179	1713	2248.001	2193	1995
CTDSP2	CTDSP2	2195	2511	2074	2453	2668	2604
CTDSPL	CTDSPL	1144	1227.999	1028	1994	2333	2034
CTDSPL2	CTDSPL2	1782.999	1974.999	1749	1870	2010	1889.002
CTF1	CTF1	17	16	21	10	24	12
CTGF	CTGF	105	158	110	95	82	86
CTGLF12P	CTGLF12P	16.976	1.279	5.137	13.769	17.734	2.552
CTH	CTH	317	325	257.001	289	319	348
CTHRC1	CTHRC1	80	112	80	111	112	84
CTIF	CTIF	511	611.999	484	658.999	618	595
CTLA4	CTLA4	6	1	2	0	0	0
CTNNA1	CTNNA1	9365	10622	8871	10750.001	11415	10824
CTNNA2	CTNNA2	0	0	0	0	0	0
CTNNA3	CTNNA3	0	0	0	2	1	2
CTNNAL1	CTNNAL1	5953	6809.001	5415	5085.001	5727	5464
CTNNB1	CTNNB1	12035.001	13362.999	10768	13857	14851.999	14133
CTNNBIP1	CTNNBIP1	297.999	372.001	311	423	435	400
CTNNBL1	CTNNBL1	1336	1387	1383	1375	1362	1441
CTNND1	CTNND1	8037.544	9294.001	7374.998	8613.126	9258.186	8949.504
CTNND2	CTNND2	0	0	0	0	0	0
CTNS	CTNS	477	557	413.001	451	455	424.001
CTPS1	CTPS1	3398	4232	3247.001	3490	3555.001	3465
CTPS2	CTPS2	613	651	525	714.999	699	706.999
CTR9	CTR9	4086	4613	3763	5075	5605	5220
CTRB1	CTRB1	0	0	0	0	0	1
CTRB2	CTRB2	0	0	0	0	0	0
CTRC	CTRC	0	1	0	0	0	0
CTRL	CTRL	177	185	135	104	120	109
CTSA	CTSA	2665	3074.001	2524.001	2329	2460	2420.001
CTSB	CTSB	3487.001	3980.999	3365	4631.999	4940	4719
CTSC	CTSC	1851	2143	1795	1442	1583	1606.001
CTSD	CTSD	2435	2853	2355	3383	3536	3276
CTSE	CTSE	4	1	1	7	0	2
CTSF	CTSF	0	1	0	0	0	0
CTSG	CTSG	0	0	0	0	0	0
CTSH	CTSH	122	141	113	310	325	271
CTSK	CTSK	35	28	39	58	37	45
CTSL	CTSL	1712.999	1889	1515.999	1178.998	1238.001	1200
CTSL3P	CTSL3P	0	0	0	0	0	0
CTSLP2	CTSLP2	0	0	0	0	0	0
CTSLP8	CTSLP8	0	0	0	0	0	0
CTSO	CTSO	63	57	62	15	20	16
CTSS	CTSS	103	114	122	7	5	4
CTSV	CTSV	205	271	202	370	420	349
CTSW	CTSW	8	9	9	2	0	0
CTSZ	CTSZ	2029	2341	1952	2536	2762	2487
CTTN	CTTN	5287.999	5833	4951.999	5477	5392	5217.001
CTTNBP2	CTTNBP2	250	263	236	369	380	320
CTTNBP2NL	CTTNBP2NL	934	980	753	926	995	987
CTU1	CTU1	701	860	551	589	585	592
CTU2	CTU2	2154	2252	1898	2064	2086	1974
CTXN1	CTXN1	1352	1641	1200	1805	2009	1896
CTXN2	CTXN2	0	0	0	0	0	0
CTXN3	CTXN3	0	0	0	0	0	0
CUBN	CUBN	45	76	48	82	57	74
CUEDC1	CUEDC1	2741.002	3029	2558.001	4471	4411	4355.001
CUEDC2	CUEDC2	1690	1862	1576	1865	2068	1905
CUL1	CUL1	3448	3822	3163	3615	3899	3816
CUL2	CUL2	2097	2416	1807	1915	2057.001	2035
CUL3	CUL3	4135.999	4462.001	3413.999	4206	4637	4530
CUL4A	CUL4A	3459.999	3986.001	3076	3440	3702	3608
CUL4B	CUL4B	2392.001	2663	2226.999	3638	3819.999	3697
CUL5	CUL5	2143	2356	1879	2029	2227	2369
CUL7	CUL7	920	989	827	1266.001	1448	1196
CUL9	CUL9	562.999	671.001	546	884	815	788.999
CUTA	CUTA	1140	1357	1139	1640.999	1660.001	1617
CUTC	CUTC	788	803	636	993	1169	1025
CUX1	CUX1	2805	3169	2650.001	3612	3867.999	3736
CUX2	CUX2	0	0	0	3	1	1
CUZD1	CUZD1	8	4.865	9.26	7.197	0	10
CWC15	CWC15	1066	1105	850	980	1028	966
CWC22	CWC22	1764	1841	1487	1500	1636	1686
CWC25	CWC25	921	948	837	835	847	809.999
CWC27	CWC27	1168	1255	1033	1143.999	1204	1189
CWF19L1	CWF19L1	1663	1791	1607	1579	1675	1536
CWF19L2	CWF19L2	398	386	328	378	382	461
CWH43	CWH43	0	0	0	0	0	0
CX3CL1	CX3CL1	0	0	0	0	0	0
CX3CR1	CX3CR1	3	0	1	0	2	0
CXADR	CXADR	1597	1843	1589	1775	2061.001	2026.999
CXADRP2	CXADRP2	0	0	0	0	0	0
CXADRP3	CXADRP3	0	0	0	0	0	0
CXCL1	CXCL1	35	42	32	14	9	5
CXCL10	CXCL10	0	10	3	0	0	0
CXCL11	CXCL11	26	5	10	0	0	0
CXCL12	CXCL12	0	0	0	0	0	0
CXCL13	CXCL13	37	19	12	0	0	0
CXCL14	CXCL14	0	0	0	0	0	0
CXCL16	CXCL16	1251	1522	1353	1185	1214	1145
CXCL17	CXCL17	0	0	0	1	1	2
CXCL2	CXCL2	50	54	36	20	9	16
CXCL3	CXCL3	23	29	15	6	10	10
CXCL5	CXCL5	0	0	0	0	0	0
CXCL6	CXCL6	0	0	0	0	0	0
CXCL9	CXCL9	0	4	0	0	0	0
CXCR1	CXCR1	2	0	0	0	1	0
CXCR2	CXCR2	8	1	7	1	2	2
CXCR2P1	CXCR2P1	0	0	0	0	0	0
CXCR3	CXCR3	31	16	7	0	0	0
CXCR4	CXCR4	34	26	13	26	17	23
CXCR5	CXCR5	0	2	0	0	0	0
CXCR6	CXCR6	1	3	0	0	0	0
CXXC1	CXXC1	2401	2715	2218	2495	2445	2247.001
CXXC11	CXXC11	0	0	0	0	0	0
CXXC1P1	CXXC1P1	0	0	0	0	0	0
CXXC4	CXXC4	7	12	14	36	35	36
CXXC5	CXXC5	1071	1178	1006	1403	1435	1405.001
CXorf21	CXorf21	0	0	0	0	0	0
CXorf22	CXorf22	0	0	0	0	0	0
CXorf23	CXorf23	160.999	236	202	253.001	205.999	217.999
CXorf27	CXorf27	0	0	0	0	0	0
CXorf28	CXorf28	0	0	0	0	0	0
CXorf30	CXorf30	0	0	0	0	0	0
CXorf31	CXorf31	0	1	1	1	1	0
CXorf36	CXorf36	0	0	0	0	0	0
CXorf38	CXorf38	748	887	711	514.999	574.999	575
CXorf40A	CXorf40A	211.561	236.929	170.853	180.063	187.686	189.059
CXorf40B	CXorf40B	572.439	521.071	452.148	462.938	463.314	445.94
CXorf49	CXorf49	0	0	0	0	0	0
CXorf49B	CXorf49B	0	0	0	0	0	0
CXorf51A	CXorf51A	0	0	0	0	0	0
CXorf51B	CXorf51B	0	0	0	0	0	0
CXorf56	CXorf56	937	999	799	940	1103.001	961
CXorf57	CXorf57	387	352	373	381	388	385
CXorf58	CXorf58	1	2	0	3	5	2
CXorf64	CXorf64	0	0	0	0	0	0
CXorf65	CXorf65	0	0	0	0	2	1
CXorf66	CXorf66	0	0	0	0	0	0
CXorf67	CXorf67	0	0	0	0	2	0
CYB561	CYB561	2066.001	2436.999	1931	2809	2901	2869
CYB561A3	CYB561A3	940	1093	933	1180	1124.999	1146
CYB561D1	CYB561D1	254	305.999	211	311.001	241.999	286
CYB561D2	CYB561D2	398	459	414	341	322	295
CYB5A	CYB5A	291	305	233	296	302	330
CYB5B	CYB5B	8901	9499	8098	17560	19294	17943
CYB5D1	CYB5D1	1188	1324	1074	1193	1187	1069
CYB5D2	CYB5D2	219	232.001	178.999	218	224	206
CYB5R1	CYB5R1	212	284	226	310	301	269
CYB5R2	CYB5R2	134.999	145	118	200	185	169
CYB5R3	CYB5R3	3611	4124.001	3404	3915	3963	3690
CYB5R4	CYB5R4	695	702	565	617	735	676
CYB5RL	CYB5RL	285	297	288	273	352	298
CYBA	CYBA	3820	4161	3412	3519	3598	3288
CYBB	CYBB	36	39	34	39	51	53
CYBRD1	CYBRD1	617	662	547	882	887	903
CYC1	CYC1	10228	11376	9216	10574	10998	9839
CYCS	CYCS	9703.996	10312	8277	7800	8765.999	7989
CYCSP52	CYCSP52	0	0	0	0	0	0
CYFIP1	CYFIP1	5185	5987	4643	5767	6097	5675
CYFIP2	CYFIP2	1455.999	1608	1273	2575	2664	2511
CYGB	CYGB	0	2	4	1	3	2
CYHR1	CYHR1	465.999	557	451	609	573	569
CYLC1	CYLC1	0	0	0	0	0	0
CYLC2	CYLC2	0	0	0	0	0	0
CYLD	CYLD	1121	1256.001	1008.001	588	556.999	612.001
CYMP	CYMP	0	0	0	0	0	0
CYP11A1	CYP11A1	0	7	1	7	4	7
CYP11B1	CYP11B1	0	0	0	0	0	0
CYP11B2	CYP11B2	0	0	0	0	0	0
CYP17A1	CYP17A1	0	0	0	0	0	0
CYP19A1	CYP19A1	3	1	0	2	0	3
CYP1A1	CYP1A1	44	38	58	122	98	125
CYP1A2	CYP1A2	0	0	0	0	0	0
CYP1B1	CYP1B1	165	231	162	137	135	118
CYP1B1-AS1	CYP1B1-AS1	0	0	1	3	2	0
CYP20A1	CYP20A1	766	952	666.001	683.001	763.001	754
CYP21A1P	CYP21A1P	0	0	0	0	0	0
CYP21A2	CYP21A2	5	8	1	7	1	9
CYP24A1	CYP24A1	2167	2492.001	1963	2196	2152	2290
CYP26A1	CYP26A1	14	15	20	21	37	49
CYP26B1	CYP26B1	433	464	364	560	593	531
CYP26C1	CYP26C1	7	4	2	5	3	7
CYP27A1	CYP27A1	6	7	12	18	19	33
CYP27B1	CYP27B1	153	180	126	213	192	195
CYP27C1	CYP27C1	0	0	0	0	2	0
CYP2A13	CYP2A13	0	0	0	0	0	0
CYP2A6	CYP2A6	0	0	0	0	0	0
CYP2A7	CYP2A7	0	0	0	0	0	0
CYP2B6	CYP2B6	8	4	1	1	3	1
CYP2B7P	CYP2B7P	0	0	0	1	2	1
CYP2C18	CYP2C18	4	5	1	8	3	2
CYP2C19	CYP2C19	1	4	0	3	1	0
CYP2C8	CYP2C8	1	4	2	3	5	8
CYP2C9	CYP2C9	0	0	0	0	5	0
CYP2D6	CYP2D6	7.997	6	2	7.452	8.051	4.799
CYP2D7P	CYP2D7P	10.003	14	14	10.548	7.949	16.201
CYP2E1	CYP2E1	2	5	0	5	6	1
CYP2F1	CYP2F1	0	0	0	0	0	0
CYP2G1P	CYP2G1P	0	2	0	1	2	4
CYP2J2	CYP2J2	35	28	24	23	25	33
CYP2R1	CYP2R1	177	205	155	184	176.999	166
CYP2S1	CYP2S1	434	499	429	649	643	682
CYP2U1	CYP2U1	104	127	106	195	264.001	188
CYP2W1	CYP2W1	0	0	0	0	0	1
CYP39A1	CYP39A1	2	12	5	13	14	8
CYP3A4	CYP3A4	1	0	2	0	0	0
CYP3A43	CYP3A43	1	0	0	0	0	0
CYP3A5	CYP3A5	0	0	1	1	2	3
CYP3A7	CYP3A7	0	0	0	0	0	0
CYP3A7-CYP3AP1	CYP3A7-CYP3AP1	0	0	0	0	0	0
CYP46A1	CYP46A1	0	0	4	5	1	2
CYP4A11	CYP4A11	0	0	0	0	0	0
CYP4A22	CYP4A22	0	0	0	0	0	0
CYP4B1	CYP4B1	0	0	0	0	0	0
CYP4F11	CYP4F11	346	319	263	348	303	360
CYP4F12	CYP4F12	6	13	3	36.999	18	34
CYP4F2	CYP4F2	3	0	0	2.077	4	5
CYP4F22	CYP4F22	99	123	117	176	199	219
